fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,free_total_SO2_ratio,acid_ratio,sulphate_alcohol,is_red,quality,quality_label,wine_type
7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46,9.9,0.24431818043001033,21.47052508669092,4.554,0,5,medium,white
6.1,0.8891499999999997,0.16,4.4,0.033,8.0,109.0,0.99058,3.35,0.47,12.4,0.07339449473950005,6.860477016839662,5.827999999999999,0,4,low,white
6.3,0.24,0.29,1.6,0.052,48.0,185.0,0.9934,3.21,0.5,9.4,0.2594594580569759,26.249890625455727,4.7,0,5,medium,white
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,0.3020134207918562,25.83322569489294,4.836,0,5,medium,white
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,0.1851851838134431,46.24971093930663,3.7409999999999997,0,7,high,white
7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,0.2142857128942486,42.35269204298798,3.87,0,7,high,white
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,0.4152542337690319,36.315598338956114,6.741,0,6,medium,white
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,0.326530608912953,42.49973437666014,6.554,0,6,medium,white
6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,0.2268041213731534,22.666591111362965,4.446,0,6,medium,white
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,0.190839693199697,15.116243915711825,5.457,0,5,medium,white
6.6,0.17,0.36,1.9,0.036,38.0,110.0,0.99056,3.05,0.54,11.4,0.34545454231404965,38.82330103940564,6.156000000000001,0,6,medium,white
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,0.2857142816326531,15.60971802507799,4.2,0,5,medium,white
7.4,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,0.22689075439587603,20.555498456948733,5.4879999999999995,0,6,medium,white
6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.99255,3.07,0.41,9.7,0.3384615358579882,35.8821418697537,3.9769999999999994,0,5,medium,white
5.5,0.28,0.21,1.6,0.032,23.0,85.0,0.99027,3.42,0.42,12.5,0.2705882321107267,19.642786990046464,5.25,0,5,medium,white
6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,0.2909090882644628,13.199973600052799,10.062000000000001,0,8,high,white
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,0.37499999765625003,16.136326962893268,4.248,0,6,medium,white
6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.99506,3.16,0.72,10.6,0.1325301196835535,18.157846953034337,7.632,0,5,medium,white
6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37,10.7,0.4060150345412403,25.83322569489294,3.9589999999999996,0,6,medium,white
6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.99498,3.21,0.51,9.9,0.25308641819082456,21.785636479869712,5.049,0,5,medium,white
7.6,0.26,0.32,1.3,0.048,23.0,76.0,0.9903,2.96,0.46,12.0,0.302631574965374,29.230656805166134,5.5200000000000005,0,6,medium,white
7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,0.4325153347698446,46.874707033081044,8.528,0,7,high,white
6.5,0.36,0.16,1.3,0.054,11.0,107.0,0.99398,3.19,0.39,8.7,0.10280373735697441,18.055505401373885,3.393,0,5,medium,white
6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.99588,3.13,0.38,9.9,0.18292682703747773,18.857088979745775,3.762,0,4,low,white
5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4,0.4374999963541667,22.7999088003648,4.23,0,6,medium,white
7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,0.24626865487859212,19.99994594609204,4.784000000000001,0,5,medium,white
5.7,0.25,0.21,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,0.19444444264403293,22.7999088003648,6.489999999999999,0,6,medium,white
5.8,0.23,0.21,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,0.19090908917355373,25.217281663992765,6.27,0,6,medium,white
5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,0.296703293442821,20.377281595163794,3.9520000000000004,0,6,medium,white
5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,0.4999999956896552,22.7999088003648,4.9,0,6,medium,white
5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,0.4952830141954433,22.7999088003648,4.23,0,6,medium,white
5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.99432,3.23,0.53,10.6,0.26056337844673677,25.65206238233747,5.618,0,6,medium,white
6.2,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,0.17297297203798392,20.66659777800741,4.444,0,5,medium,white
6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,3.06,0.3,11.5,0.20833333116319447,19.69691000936361,3.4499999999999997,0,8,high,white
7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,0.19178081929067373,28.46142899450387,5.13,0,6,medium,white
7.0,0.2,0.4,1.1,0.058,30.0,93.0,0.99322,3.03,0.38,9.2,0.3225806416926813,34.99982500087499,3.4959999999999996,0,6,medium,white
6.5,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38,9.7,0.3267326700323498,30.952233560792568,3.686,0,6,medium,white
7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,3.07,0.46,11.3,0.20253164300592857,29.1998832004672,5.198,0,6,medium,white
6.8,0.27,0.24,4.6,0.098,36.0,127.0,0.99412,3.15,0.49,9.6,0.28346456469712944,25.18509190706701,4.704,0,6,medium,white
6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.89,0.46,8.9,0.24581005449268126,27.916550347706885,4.094,0,6,medium,white
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,0.2560975578524688,45.71395918600581,3.5999999999999996,0,6,medium,white
6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,0.1696428556281888,12.7999744000512,3.6799999999999997,0,6,medium,white
6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,0.19417475539636161,16.097521713361676,3.69,0,6,medium,white
6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.99024,3.09,0.58,12.8,0.2959183643273636,25.5998976004096,7.4239999999999995,0,7,high,white
8.0,0.25,0.35,1.1,0.054,13.0,136.0,0.99366,3.08,0.55,9.5,0.09558823459126298,31.999872000512003,5.2250000000000005,0,5,medium,white
6.6,0.21,0.34,5.6,0.046,30.0,140.0,0.99299,3.22,0.38,11.0,0.21428571275510205,31.428421769420144,4.18,0,5,medium,white
6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,0.24242423997551274,21.724063020472347,4.028,0,6,medium,white
6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,0.3253012028596313,18.648598247031767,4.2,0,5,medium,white
5.7,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,0.2558139505137913,18.38703746116948,4.446,0,7,high,white
6.9,0.45,0.27,4.7,0.035,17.0,80.0,0.99058,3.12,0.36,12.5,0.21249999734375005,15.33329925933498,4.5,0,7,high,white
6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.99059,3.07,0.47,11.1,0.2950819647944101,22.999923333588892,5.217,0,7,high,white
5.3,0.23,0.56,0.9,0.041,46.0,141.0,0.99119,3.16,0.62,9.7,0.3262411324380062,23.04337807226925,6.013999999999999,0,5,medium,white
6.8,0.3,0.26,18.15,0.037,45.0,150.0,0.99727,3.04,0.38,12.3,0.29999999800000005,22.666591111362965,4.674,0,6,medium,white
6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.99021,3.18,0.38,12.2,0.4095238056235828,23.928485969692964,4.636,0,6,medium,white
5.0,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.65,0.76,11.3,0.3006535928061857,19.607766244053945,8.588000000000001,0,6,medium,white
7.6,0.4,0.27,1.2,0.053,23.0,193.0,0.99164,3.22,0.38,11.6,0.11917098383849231,18.99995250011875,4.4079999999999995,0,5,medium,white
5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,0.23999999680000006,26.19035147451679,6.328000000000001,0,6,medium,white
6.0,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,3.27,0.56,11.1,0.31578947036011085,29.999850000749994,6.216,0,6,medium,white
6.1,0.17,0.29,1.1,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,0.34782608317580344,35.8821418697537,6.3839999999999995,0,6,medium,white
7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.99123,3.15,0.45,11.3,0.3271028006812822,35.71411564706835,5.085000000000001,0,6,medium,white
7.3,0.26,0.32,1.2,0.041,29.0,94.0,0.98978,3.07,0.45,12.0,0.3085106350158443,28.076815089172737,5.4,0,6,medium,white
6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,0.20886075817176736,17.714235102185427,4.4,0,6,medium,white
6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.34,12.0,0.1328671319379921,15.116243915711825,4.08,0,8,high,white
6.5,0.4,0.31,3.5,0.046,22.0,147.0,0.99024,3.15,0.31,12.0,0.14965986292748393,16.24995937510156,3.7199999999999998,0,7,high,white
7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,0.3934426197258802,26.428477041153425,3.96,0,5,medium,white
6.3,0.23,0.22,17.45,0.054,42.0,151.0,0.99853,3.12,0.6,9.3,0.27814569352221397,27.391185255716277,5.58,0,6,medium,white
6.2,0.34,0.25,12.1,0.059,33.0,171.0,0.99769,3.14,0.56,8.7,0.1929824550117985,18.23524048458681,4.872,0,6,medium,white
6.6,0.44,0.32,3.0,0.095,13.0,75.0,0.98954,3.1,0.63,12.8,0.17333333102222226,14.999965909168388,8.064,0,6,medium,white
6.0,0.13,0.36,1.6,0.052,23.0,72.0,0.98974,3.1,0.5,11.5,0.3194444400077161,46.15349112699133,5.75,0,7,high,white
6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,0.29931972585496786,37.05860553761448,5.4,0,5,medium,white
6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,3.09,0.54,10.0,0.3061224468971262,34.9998055566358,5.4,0,5,medium,white
6.7,0.31,0.34,6.8,0.059,51.0,215.0,0.99538,3.33,0.56,10.3,0.23720930122228231,21.61283350698869,5.768000000000001,0,5,medium,white
6.6,0.33,0.32,15.6,0.054,62.0,227.0,0.99734,3.25,0.56,10.4,0.2731277521007588,19.999939394123047,5.824000000000001,0,5,medium,white
6.3,0.34,0.31,6.0,0.021,18.0,68.0,0.98981,3.22,0.3,13.4,0.26470587846020766,18.529357266596275,4.02,0,7,high,white
6.8,0.29,0.32,1.8,0.032,18.0,130.0,0.99095,3.05,0.62,11.2,0.1384615373964497,23.44819500622412,6.944,0,6,medium,white
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,0.22815533869827506,23.870890739062137,3.276,0,5,medium,white
5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,0.19999999833333335,22.7999088003648,3.3480000000000003,0,6,medium,white
6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.34,12.5,0.29213482817826036,25.18509190706701,4.25,0,6,medium,white
5.9,0.26,0.24,2.4,0.046,27.0,132.0,0.99234,3.63,0.73,11.3,0.2045454529958678,22.69222041453687,8.249,0,5,medium,white
5.9,0.65,0.23,5.0,0.035,20.0,128.0,0.99016,3.46,0.48,12.8,0.15624999877929688,9.076909112447519,6.144,0,6,medium,white
6.6,0.23,0.32,1.5,0.041,8.0,72.0,0.98949,3.22,0.39,12.7,0.11111110956790125,28.695527410750387,4.953,0,6,medium,white
6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,0.37062936803755686,37.77756790240054,5.94,0,7,high,white
6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,0.34228187689743705,24.285627551330172,6.032,0,6,medium,white
5.9,0.27,0.27,9.0,0.051,43.0,136.0,0.9941,3.25,0.53,10.7,0.31617646826340834,21.851770919366967,5.671,0,6,medium,white
6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.994,3.22,0.35,10.9,0.4274809127673213,24.3999024003904,3.815,0,6,medium,white
6.8,0.26,0.29,11.9,0.052,54.0,160.0,0.99546,3.03,0.58,10.4,0.337499997890625,26.15374556251707,6.032,0,6,medium,white
7.1,0.13,0.29,15.5,0.064,56.0,115.5,0.99737,3.16,0.41,9.7,0.4848484806506625,54.61496450027307,3.9769999999999994,0,7,high,white
6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,0.06666666611111112,30.999845000774997,5.088,0,6,medium,white
5.8,0.24,0.28,1.4,0.038,40.0,76.0,0.9888917,3.1,0.3,13.4,0.5263157825484766,24.16656597264178,4.02,0,7,high,white
7.6,0.48,0.31,9.4,0.046,6.0,194.0,0.99714,3.07,0.61,9.4,0.030927834892124563,15.833300347290944,5.734,0,5,medium,white
7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5,0.15025906657896856,28.46142899450387,8.375,0,6,medium,white
6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,0.2673796777145472,20.333265555781484,4.275,0,5,medium,white
6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.9948,3.19,0.45,9.6,0.32795698748410224,19.37493945331421,4.32,0,5,medium,white
6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.99481,3.18,0.44,9.6,0.3387096755983351,18.529357266596275,4.224,0,5,medium,white
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,0.19642857025935376,46.24971093930663,3.828,0,7,high,white
7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.99192,3.18,0.46,10.4,0.09999999916666667,27.692201183841604,4.784000000000001,0,5,medium,white
7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5,10.7,0.10924369656097734,22.58057232073445,5.35,0,5,medium,white
6.6,0.22,0.35,1.4,0.05,23.0,83.0,0.99019,3.17,0.48,12.0,0.27710843039628397,29.999863636983466,5.76,0,7,high,white
5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998,3.19,0.37,12.1,0.22151898593975325,25.217281663992765,4.476999999999999,0,7,high,white
6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.9888917,3.31,0.4,13.1,0.3305084717753519,37.05860553761448,5.24,0,8,high,white
6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41,12.4,0.28846153568786986,31.57878116430966,5.084,0,6,medium,white
6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6,0.3658536555621654,31.904609978047727,4.536,0,7,high,white
6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,3.15,0.66,12.0,0.3069306900303892,29.999863636983466,7.92,0,5,medium,white
6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57,11.6,0.08284023619621163,19.9999411766436,6.611999999999999,0,6,medium,white
7.1,0.34,0.74,1.4,0.174,36.0,99.0,0.99288,2.92,0.5,9.3,0.3636363599632691,20.88229152267199,4.65,0,5,medium,white
6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,0.36312848959146093,26.249890625455727,5.394,0,6,medium,white
6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133,3.2,0.54,11.1,0.159235667775569,19.71422938791604,5.994,0,7,high,white
6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,0.4223602458238494,28.333215278269673,7.037999999999999,0,6,medium,white
6.4,0.25,0.33,1.7,0.037,35.0,113.0,0.99164,3.23,0.66,10.6,0.3097345105333229,25.5998976004096,6.996,0,6,medium,white
5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3,0.3684210498614959,30.526155125499336,4.746,0,7,high,white
6.9,0.24,0.4,15.4,0.052,76.0,198.0,0.9986,3.2,0.69,9.4,0.3838383818998062,28.749880208832465,6.486,0,5,medium,white
6.5,0.31,0.61,13.0,0.053,31.0,123.0,0.99708,3.09,0.5,9.3,0.2520325182761584,20.967674297824846,4.65,0,6,medium,white
6.6,0.25,0.32,5.6,0.039,15.0,68.0,0.99163,2.96,0.52,11.1,0.22058823205017306,26.3998944004224,5.772,0,6,medium,white
7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,0.08823529359861593,19.73679016634167,6.4350000000000005,0,6,medium,white
6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8,0.3536585322724569,20.66659777800741,7.198,0,7,high,white
6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,0.29629629263831736,19.39388062460417,8.064,0,7,high,white
7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.99236,3.06,0.68,10.5,0.3194444400077161,28.148043896133718,7.140000000000001,0,5,medium,white
5.9,0.24,0.34,2.0,0.037,40.0,108.0,0.98948,3.19,0.5,12.3,0.3703703669410151,24.583230903204573,6.15,0,6,medium,white
5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.99045,3.32,0.62,11.3,0.21008403184803334,16.060557392250328,7.006,0,6,medium,white
6.4,0.21,0.21,5.1,0.097,21.0,105.0,0.9939,3.07,0.46,9.6,0.1999999980952381,30.47604535216499,4.416,0,5,medium,white
7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0,0.22222221869488543,31.818037190740043,3.96,0,6,medium,white
7.8,0.27,0.35,1.2,0.05,36.0,140.0,0.99138,3.09,0.45,11.2,0.25714285530612246,28.888781893400395,5.04,0,5,medium,white
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,0.2799999972,33.49983250083749,3.366,0,6,medium,white
8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.99066,2.98,0.44,12.4,0.2599999974,29.99988888930041,5.456,0,6,medium,white
7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.9888917,2.94,0.38,13.4,0.2758620657946889,15.777742716127298,5.0920000000000005,0,8,high,white
5.8,0.22,0.29,1.3,0.036,25.0,68.0,0.9888917,3.24,0.35,12.6,0.3676470534169551,26.36351652947032,4.409999999999999,0,6,medium,white
6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8,0.2281879179316247,20.999930000233334,5.194000000000001,0,5,medium,white
7.9,0.36,0.53,12.9,0.049,63.0,139.0,0.99792,2.94,0.45,9.1,0.4532374068112417,21.94438348782365,4.095,0,5,medium,white
8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43,12.5,0.27722772002744833,33.333194445023146,5.375,0,6,medium,white
6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,3.05,0.34,11.7,0.294117643598616,16.34142355750352,3.978,0,6,medium,white
6.7,0.24,0.31,2.3,0.044,37.0,113.0,0.99013,3.29,0.46,12.9,0.3274336254209414,27.916550347706885,5.934,0,6,medium,white
6.2,0.3,0.32,1.3,0.054,27.0,183.0,0.99266,3.3,0.43,10.1,0.1475409828003225,20.66659777800741,4.343,0,5,medium,white
6.9,0.26,0.38,10.5,0.044,33.0,139.0,0.99517,3.06,0.5,10.3,0.23741007023445992,26.538359467848203,5.15,0,6,medium,white
5.9,0.32,0.2,14.4,0.05,29.0,144.0,0.99666,3.24,0.41,10.3,0.20138888749035494,18.437442382992554,4.223,0,6,medium,white
6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,3.34,0.56,10.8,0.3925233608175387,24.3999024003904,6.048000000000001,0,7,high,white
5.6,0.23,0.29,3.1,0.023,19.0,89.0,0.99068,3.25,0.51,11.2,0.21348314366872873,24.347720227303356,5.712,0,6,medium,white
6.6,0.23,0.32,1.7,0.024,26.0,102.0,0.99084,3.29,0.6,11.8,0.2549019582852749,28.695527410750387,7.08,0,6,medium,white
6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,0.1940298492982847,35.293910035823316,5.292000000000001,0,6,medium,white
7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.99624,3.04,0.49,10.0,0.1658031079492067,18.684161357470114,4.9,0,6,medium,white
6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,0.07926829219958359,21.290253902406768,3.4320000000000004,0,4,low,white
6.5,0.38,0.53,1.4,0.142,5.0,69.0,0.9926,3.14,0.52,10.1,0.07246376706574251,17.10521814416278,5.252,0,4,low,white
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,0.3238095222675737,15.909054752148291,4.75,0,5,medium,white
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,0.23893805098284912,16.052589335291223,3.128,0,4,low,white
8.0,0.33,0.32,4.6,0.041,31.0,180.0,0.99184,2.92,0.74,12.2,0.1722222212654321,24.24235078075521,9.027999999999999,0,6,medium,white
6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.99033,3.22,0.53,11.3,0.31521738787807185,31.57878116430966,5.989000000000001,0,6,medium,white
6.3,0.28,0.34,8.1,0.038,44.0,129.0,0.99248,3.26,0.3,12.1,0.3410852686737576,22.499919643144132,3.63,0,6,medium,white
5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.99076,3.51,0.48,11.2,0.11764705651672439,12.325552731272719,5.3759999999999994,0,4,low,white
5.4,0.22,0.35,6.5,0.029,26.0,87.0,0.99092,3.29,0.44,12.5,0.29885057127757964,24.545342975713748,5.5,0,7,high,white
6.2,0.345,0.27,10.1,0.056,38.0,187.0,0.99486,3.31,0.56,10.6,0.20320855506305585,17.97096240300753,5.936,0,5,medium,white
5.6,0.255,0.57,10.7,0.056,66.0,171.0,0.99464,3.25,0.61,10.4,0.385964910023597,21.96069819334042,6.344,0,7,high,white
5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1,0.17204300890276336,25.999870000649995,5.353,0,7,high,white
6.2,0.29,0.23,12.4,0.048,33.0,201.0,0.99612,3.11,0.56,9.9,0.1641791036608005,21.379236623321994,5.5440000000000005,0,6,medium,white
6.3,0.26,0.25,5.2,0.046,11.0,133.0,0.99202,2.97,0.68,11.0,0.08270676629543786,24.2306760358614,7.48,0,6,medium,white
6.0,0.22,0.23,5.0,0.045,10.0,122.0,0.99261,2.94,0.63,10.0,0.08196721244289171,27.272603306348607,6.3,0,6,medium,white
7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.98964,3.14,0.42,12.7,0.3258426929680596,21.42851020425656,5.334,0,6,medium,white
6.6,0.39,0.28,9.2,0.036,10.0,92.0,0.99206,3.07,0.35,12.1,0.10869565099243858,16.923033530683256,4.234999999999999,0,6,medium,white
6.3,0.23,0.33,6.9,0.052,23.0,118.0,0.9938,3.23,0.46,10.4,0.19491525258546397,27.391185255716277,4.784000000000001,0,6,medium,white
6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4,0.19166666506944446,28.63623347166604,4.888,0,6,medium,white
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,0.1810344811979786,22.068889417622703,4.6,0,5,medium,white
7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5,0.33749999578125006,32.608553875852714,7.140000000000001,0,5,medium,white
5.7,0.28,0.36,1.8,0.041,38.0,90.0,0.99002,3.27,0.98,11.9,0.42222221753086425,20.357070153320883,11.662,0,7,high,white
6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,0.3615384587573965,24.99990384652367,4.04,0,6,medium,white
6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1,0.4428571396938776,23.70361591253366,6.5489999999999995,0,6,medium,white
5.9,0.22,0.29,4.2,0.037,69.0,144.0,0.99214,3.13,0.74,10.8,0.4791666633391204,26.818059917909466,7.992,0,7,high,white
6.8,0.26,0.26,2.0,0.021,23.5,72.0,0.99041,3.16,0.47,11.8,0.32638888435570995,26.15374556251707,5.546,0,6,medium,white
7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,0.37931034155766946,21.1110524692987,4.4159999999999995,0,5,medium,white
7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.99822,3.04,0.5,9.2,0.3620689623959572,21.71422367364665,4.6,0,5,medium,white
5.7,0.18,0.26,2.2,0.023,21.0,95.0,0.9893,3.07,0.54,12.3,0.22105262925207758,31.666490741718103,6.642000000000001,0,6,medium,white
6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56,10.1,0.2096774176638918,18.333282407548868,5.656000000000001,0,6,medium,white
5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4,0.22807017343798094,42.14255612459911,5.13,0,6,medium,white
5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4,0.24223602334014893,23.912939508958654,4.472,0,6,medium,white
6.7,0.12,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,0.4631578898614959,55.83286805943284,3.43,0,6,medium,white
7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,0.31868131517932624,29.166545139395254,4.257,0,6,medium,white
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,0.14864864663988317,11.276571751974997,6.048,0,4,low,white
7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,0.21739130245746693,25.861979786276603,5.014,0,5,medium,white
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,0.13445378038274133,18.18176308556641,3.7719999999999994,0,5,medium,white
5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.9888917,2.96,0.35,12.0,0.3223140469230244,18.124943359552002,4.199999999999999,0,5,medium,white
5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.9888917,2.96,0.34,12.1,0.3057851214397924,19.333268889103707,4.114,0,6,medium,white
5.0,0.31,0.02,11.1,0.036,20.0,114.0,0.99248,3.65,0.44,12.4,0.17543859495229303,16.128980229096037,5.456,0,6,medium,white
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,0.30344827376932226,17.222174382848937,4.4799999999999995,0,6,medium,white
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,0.1583333320138889,19.354776274915245,5.206999999999999,0,7,high,white
6.9,0.52,0.54,7.9,0.036,23.0,169.0,0.99267,3.26,0.47,12.2,0.1360946737509191,13.269205251528362,5.733999999999999,0,6,medium,white
